name,salary_from,salary_to,salary_currency,area_name,published_at
Fullstack web-разработчик стажер/junior,40000,60000,RUR,Екатеринбург,2022-12-01T15:46:00+0300
Графический дизайнер,40000,40000,RUR,Саратов,2022-12-01T14:36:48+0300
Младший руководитель проектов,75000,300000,RUR,Москва,2022-12-01T14:35:43+0300
Фрезеровщик,85000,200000,RUR,Москва,2022-12-01T15:28:33+0300
Бизнес-аналитик,80000,110000,RUR,Екатеринбург,2022-12-01T15:33:45+0300
UX/UI дизайнер,80000,80000,RUR,Санкт-Петербург,2022-12-01T15:40:11+0300
Бильд-редактор,70000,,RUR,Москва,2022-12-01T14:09:34+0300
Frontend разработчик (Vue),70000,100000,RUR,Казань,2022-12-01T15:07:55+0300
Разработчик C++,100000,150000,RUR,Саратов,2022-12-01T14:20:04+0300
Менеджер проектов,60000,,RUR,Курск,2022-12-01T15:46:24+0300
Графический дизайнер,50000,70000,RUR,Королев,2022-12-01T14:11:45+0300
Дизайнер,35000,,RUR,Тольятти,2022-12-01T15:36:47+0300
Художник канала на Youtube (портрет карандашом гиперреализм),15000,20000,RUR,Краснодар,2022-12-01T14:55:09+0300
Системный администратор,38000,50000,RUR,Ковров,2022-12-01T14:16:03+0300
Графический дизайнер / Ассистент руководителя,,60000,RUR,Москва,2022-12-01T14:05:44+0300
Оператор в клуб виртуальной реальности,1000000,5000000,UZS,Ташкент,2022-12-01T14:08:14+0300
Пишущий редактор,,80000,RUR,Москва,2022-12-01T15:37:28+0300
DevOps / Системный администратор Linux,80000,,RUR,Обнинск,2022-12-01T14:11:42+0300
Fullstack web-разработчик стажер/junior,40000,60000,RUR,Самара,2022-12-01T15:46:00+0300
"Педагог по рисованию, художник",30000,36000,RUR,Пермь,2022-12-01T14:46:41+0300
Инженер-программист АСУ ТП,110000,,RUR,Екатеринбург,2022-12-01T15:31:40+0300
Программист-стажер 1C,50000,,RUR,Нижний Новгород,2022-12-01T15:27:11+0300
Бизнес-аналитик,80000,110000,RUR,Пермь,2022-12-01T15:51:15+0300
Оператор станков с ЧПУ,50000,80000,RUR,Владимир,2022-12-01T14:07:36+0300
QA Java,800,,BYR,Минск,2022-12-01T15:33:22+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Переславль-Залесский,2022-12-01T15:48:51+0300
Fullstack web-разработчик стажер/junior,40000,60000,RUR,Новосибирск,2022-12-01T15:46:00+0300
Журналист,35000,40000,RUR,Казань,2022-12-01T15:20:41+0300
Токарь,2000,3000,BYR,Минск,2022-12-01T15:55:13+0300
Копирайтер,30000,,RUR,Москва,2022-12-01T14:28:04+0300
Оператор станков с ЧПУ,55000,60000,RUR,Ижевск,2022-12-01T15:12:22+0300
Инженер-программист,100000,150000,RUR,Санкт-Петербург,2022-12-01T15:40:33+0300
Наладчик станков с ЧПУ,50000,,RUR,Орел,2022-12-01T14:06:47+0300
Специалист чат-поддержки,33000,38000,RUR,Ростов-на-Дону,2022-12-01T15:42:15+0300
Оператор чат-поддержки,33000,38000,RUR,Владимир,2022-12-01T15:49:45+0300
Дизайнер интерьера,60000,200000,RUR,Санкт-Петербург,2022-12-01T15:48:09+0300
Сервисный инженер,2000,3500,BYR,Минск,2022-12-01T14:08:06+0300
Специалист технической поддержки на чатах,33000,38000,RUR,Ставрополь,2022-12-01T15:49:45+0300
Специалист чат-поддержки,33000,38000,RUR,Чебоксары,2022-12-01T15:42:15+0300
PHP-разработчик,80000,140000,RUR,Чебоксары,2022-12-01T15:57:05+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Первомайский (Тамбовская область),2022-12-01T14:37:06+0300
Графический дизайнер,40000,40000,RUR,Астрахань,2022-12-01T14:36:48+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Саратов,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Тамбов,2022-12-01T15:48:51+0300
Токарь-револьверщик,155000,,RUR,Москва,2022-12-01T14:57:32+0300
Специалист чат-поддержки,33000,38000,RUR,Курск,2022-12-01T15:42:15+0300
IT Project manager / Бизнес-аналитик / Менеджер IT проектов (IT Account manager),120000,180000,RUR,Москва,2022-12-01T15:37:21+0300
Наладчик термопластавтоматов ТПА,40000,,RUR,Смоленск,2022-12-01T15:37:23+0300
Компьютерный Мастер,60000,120000,RUR,Мурманск,2022-12-01T14:12:30+0300
Инженер-системный программист,55000,,RUR,Екатеринбург,2022-12-01T15:09:49+0300
Инженер по обслуживанию ИТ инфраструктуры магазинов Пятерочка и Монетка,65000,,RUR,Нижневартовск,2022-12-01T15:37:23+0300
"Монтажник по слаботочке ЛВС, ОПС, системам видеонаблюдения.",2500000,4000000,UZS,Ташкент,2022-12-01T14:55:05+0300
Оператор ЧПУ (Фрезеровщик),80000,80000,RUR,Москва,2022-12-01T15:33:05+0300
Сервисный инженер,50000,90000,RUR,Санкт-Петербург,2022-12-01T15:23:56+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Тутаев,2022-12-01T15:48:51+0300
Сборщик-монтажник оборудования (Инженер),50000,,RUR,Санкт-Петербург,2022-12-01T15:43:27+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Знаменск,2022-12-01T15:25:27+0300
Наладчик станков с ЧПУ,113000,,RUR,Уфа,2022-12-01T15:43:44+0300
Руководитель проектов проектной группы (технологическое оборудование для производства РЭА),,115000,RUR,Москва,2022-12-01T14:38:52+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Волгоград,2022-12-01T15:25:27+0300
DevOps- инженер/Kubernetes,300000,450000,RUR,Москва,2022-12-01T14:25:33+0300
Токарь-универсал,50000,,RUR,Тольятти,2022-12-01T15:47:41+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Уфа,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Ульяновск,2022-12-01T14:37:06+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Пермь,2022-12-01T15:48:51+0300
Начальник отдела прикладного программирования (разработка ПО прикладного уровня АСУ ТП),150000,,RUR,Саратов,2022-12-01T14:19:48+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Екатеринбург,2022-12-01T14:37:06+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Пенза,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Вологда,2022-12-01T15:48:51+0300
Фрезеровщик,,100100,RUR,Набережные Челны,2022-12-01T15:42:01+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Ярославль,2022-12-01T15:48:51+0300
Токарь - револьверщик,155000,160000,RUR,Пермь,2022-12-01T14:46:59+0300
Системный администратор,30000,60000,RUR,Набережные Челны,2022-12-01T15:56:18+0300
Шлифовщик (г. Липецк),100000,,RUR,Великий Новгород,2022-12-01T15:27:46+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Самара,2022-12-01T14:37:06+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Гаврилов-Ям,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Гаврилов-Ям,2022-12-01T15:49:22+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Мичуринск,2022-12-01T14:37:36+0300
Токарь-расточник,132000,,RUR,Пермь,2022-12-01T14:58:50+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Уфа,2022-12-01T15:48:51+0300
Механик,,52000,RUR,Клин,2022-12-01T14:40:36+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Челябинск,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Владимир,2022-12-01T14:37:06+0300
Техник-инженер,60000,80000,RUR,Москва,2022-12-01T15:43:32+0300
Токарь-универсал,110000,,RUR,Пермь,2022-12-01T14:51:02+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Пермь,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Нижний Новгород,2022-12-01T14:37:06+0300
Оператор-наладчик станков ЧПУ (Тамбовская область),110000,132000,RUR,Нефтекамск,2022-12-01T15:25:27+0300
Токарь-универсал,110000,,RUR,Тюмень,2022-12-01T14:51:02+0300
Менеджер интернет-проектов,40000,,RUR,Киров (Кировская область),2022-12-01T14:07:08+0300
Токарь-расточник,132000,,RUR,Омск,2022-12-01T14:58:50+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Самара,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Челябинск,2022-12-01T15:48:51+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Ростов-на-Дону,2022-12-01T14:37:06+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Казань,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Владимир,2022-12-01T15:48:51+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Тюмень,2022-12-01T15:48:51+0300
Техник по информационным технологиям,30000,30000,RUR,Владикавказ,2022-12-01T15:36:30+0300
Дизайнер,38000,,RUR,Алушта,2022-12-01T15:44:01+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Тула,2022-12-01T14:37:06+0300
"Токарь (Тамбовская область, г. Мичуринск)",100000,123000,RUR,Иваново (Ивановская область),2022-12-01T14:37:06+0300
Инженер-электроник,69000,,RUR,Подольск (Московская область),2022-12-01T14:57:27+0300
Шлифовщик (Ярославская область),100000,106000,RUR,Ижевск,2022-12-01T15:48:51+0300
